chain,merchant_id,city,product_type,product_item,order_num,quantity,transaction_time,order_status,price
McDonalds,LA001,Los Angeles,Drinks,Mocha,45,1,2025-12-15T14:56:51.068463,COMPLETE,5.32
Starbucks,SF101,San Francisco,Sandwich,QuarterPounder,43,1,2025-12-15T14:56:51.021516,COMPLETE,7.65
KFC,MIA301,Miami,Dessert,Donut,23,1,2025-12-15T14:56:51.055988,COMPLETE,2.03
Starbucks,CHI101,Chicago,Combo,DoubleChickenCombo,32,1,2025-12-15T14:56:51.063068,COMPLETE,12.01
McDonalds,SF001,San Francisco,Sandwich,QuarterPounder,48,3,2025-12-15T14:56:51.086882,COMPLETE,22.65
Burger King,CHI202,Chicago,Combo,KidsMeal,38,1,2025-12-15T14:56:51.097431,COMPLETE,6.85
Chipotle,LA401,Los Angeles,Dessert,ChocolateChipCookie,34,3,2025-12-15T14:56:51.106021,COMPLETE,6.23
Chipotle,SEA401,Seattle,Combo,SnackCombo,34,1,2025-12-15T14:56:51.147092,COMPLETE,7.21
McDonalds,SEA001,Seattle,Dessert,Brownie,40,1,2025-12-15T14:56:51.040088,COMPLETE,2.97
Burger King,LA201,Los Angeles,Sandwich,ChipotleChicken,45,1,2025-12-15T14:56:51.043677,COMPLETE,7.26
McDonalds,LA001,Los Angeles,Dessert,BlueberryMuffin,46,1,2025-12-15T14:56:51.069010,COMPLETE,3.1
McDonalds,NYC001,New York,Combo,ValueMealB,42,2,2025-12-15T14:56:51.053025,COMPLETE,18.01
Chipotle,PHI401,Philadelphia,Drinks,ColdBrew,42,1,2025-12-15T14:56:51.050336,COMPLETE,5.04
Burger King,SF201,San Francisco,Sandwich,BigMac,44,1,2025-12-15T14:56:51.093644,COMPLETE,6.96
Chipotle,PHI401,Philadelphia,Sandwich,BLT,43,1,2025-12-15T14:56:51.107522,COMPLETE,6.28
KFC,DEN301,Denver,Drinks,Milkshake,31,2,2025-12-15T14:56:52.064044,COMPLETE,9.24
KFC,SEA301,Seattle,Combo,ChickenCombo,32,1,2025-12-15T14:56:52.055579,COMPLETE,10.47
KFC,HOU301,Houston,Combo,ValueMealB,42,1,2025-12-15T14:56:52.047371,COMPLETE,9.74
KFC,SEA301,Seattle,Drinks,Sprite,33,1,2025-12-15T14:56:52.074962,FAILED,2.62
Starbucks,SF102,San Francisco,Drinks,ColdBrew,38,1,2025-12-15T14:56:52.032429,COMPLETE,4.62
KFC,NYC301,New York,Dessert,ApplePie,50,1,2025-12-15T14:56:52.015300,COMPLETE,2.44
KFC,DEN301,Denver,Drinks,MatchaLatte,32,1,2025-12-15T14:56:52.156589,COMPLETE,5.29
KFC,NYC301,New York,Sandwich,CrispyChicken,51,3,2025-12-15T14:56:52.070736,COMPLETE,21.19
McDonalds,DAL001,Dallas,Drinks,Milkshake,35,2,2025-12-15T14:56:52.069887,COMPLETE,8.96
KFC,SF301,San Francisco,Combo,HealthyCombo,36,2,2025-12-15T14:56:52.098626,COMPLETE,21.73
Chipotle,CHI401,Chicago,Dessert,CheesecakeSlice,45,2,2025-12-15T14:56:52.075053,COMPLETE,8.7
KFC,DEN301,Denver,Dessert,IceCream,33,1,2025-12-15T14:56:52.184051,COMPLETE,3.22
Chipotle,PHI401,Philadelphia,Combo,DoubleChickenCombo,44,1,2025-12-15T14:56:52.022072,COMPLETE,11.65
Chipotle,LA401,Los Angeles,Dessert,Cookie,35,1,2025-12-15T14:56:52.054767,COMPLETE,1.87
Burger King,DAL201,Dallas,Dessert,ChocolateSundae,38,1,2025-12-15T14:56:52.023121,COMPLETE,4.01
Starbucks,BOS101,Boston,Sandwich,BLT,26,1,2025-12-15T14:56:52.065878,COMPLETE,6.6
Chipotle,BOS401,Boston,Combo,FamilyBucket,40,1,2025-12-15T14:56:52.026337,COMPLETE,18.65
McDonalds,NYC004,New York,Sandwich,CrispyChicken,38,1,2025-12-15T14:56:52.053581,COMPLETE,6.36
Burger King,CHI202,Chicago,Combo,FamilyBucket,39,1,2025-12-15T14:56:52.021774,COMPLETE,20.51
McDonalds,SF001,San Francisco,Sandwich,QuarterPounder,49,1,2025-12-15T14:56:52.044846,COMPLETE,7.44
McDonalds,NYC002,New York,Combo,ChickenCombo,40,1,2025-12-15T14:56:52.013213,COMPLETE,10.5
McDonalds,NYC001,New York,Drinks,Milkshake,43,1,2025-12-15T14:56:52.076342,COMPLETE,4.28
Chipotle,NYC401,New York,Drinks,IcedCoffee,29,3,2025-12-15T14:56:52.000951,COMPLETE,11.88
Starbucks,BOS101,Boston,Sandwich,BBQBeef,27,1,2025-12-15T14:56:52.129569,COMPLETE,8.09
Burger King,SEA201,Seattle,Sandwich,BBQBeef,37,1,2025-12-15T14:56:52.089372,COMPLETE,7.6
Chipotle,DAL401,Dallas,Combo,KidsMeal,37,1,2025-12-15T14:56:52.047344,COMPLETE,6.66
KFC,CHI301,Chicago,Sandwich,BigMac,50,1,2025-12-15T14:56:52.043287,COMPLETE,7.95
Chipotle,LA401,Los Angeles,Drinks,DietCoke,36,1,2025-12-15T14:56:52.149823,COMPLETE,2.64
Chipotle,SF401,San Francisco,Dessert,IceCream,33,2,2025-12-15T14:56:52.069550,COMPLETE,6.76
Starbucks,CHI101,Chicago,Drinks,Sprite,33,3,2025-12-15T14:56:52.059233,COMPLETE,7.4
KFC,LA301,Los Angeles,Combo,ValueMealB,38,1,2025-12-15T14:56:52.086537,COMPLETE,9.19
McDonalds,MIA001,Miami,Combo,DoubleChickenCombo,42,1,2025-12-15T14:56:52.042229,COMPLETE,13.37
McDonalds,NYC001,New York,Dessert,CheesecakeSlice,44,1,2025-12-15T14:56:52.172786,COMPLETE,4.93
Starbucks,LA101,Los Angeles,Combo,ValueMealB,40,1,2025-12-15T14:56:52.096889,COMPLETE,9.15
KFC,LA301,Los Angeles,Drinks,Latte,39,1,2025-12-15T14:56:52.148943,COMPLETE,4.64
KFC,SF301,San Francisco,Combo,HealthyCombo,37,2,2025-12-15T14:56:52.137143,COMPLETE,21.73
KFC,LA301,Los Angeles,Sandwich,QuarterPounder,40,1,2025-12-15T14:56:52.223902,COMPLETE,7.71
Chipotle,NYC401,New York,Sandwich,BLT,30,2,2025-12-15T14:56:52.012366,COMPLETE,12.5
Starbucks,SEA101,Seattle,Drinks,Mocha,36,2,2025-12-15T14:56:52.061184,COMPLETE,10.87
McDonalds,DAL001,Dallas,Combo,DoubleChickenCombo,36,2,2025-12-15T14:56:52.140753,COMPLETE,25.05
Starbucks,SF101,San Francisco,Drinks,OrangeJuice,44,1,2025-12-15T14:56:52.091738,COMPLETE,3.55
McDonalds,SF001,San Francisco,Combo,KidsMeal,50,1,2025-12-15T14:56:52.087641,COMPLETE,6.44
Chipotle,MIA401,Miami,Sandwich,ChipotleChicken,36,1,2025-12-15T14:56:52.087285,COMPLETE,7.51
Burger King,SEA201,Seattle,Drinks,ColdBrew,38,3,2025-12-15T14:56:52.159435,COMPLETE,14.96
KFC,SEA301,Seattle,Drinks,Mocha,34,1,2025-12-15T14:56:52.104296,COMPLETE,5.22
Chipotle,PHI401,Philadelphia,Combo,HealthyCombo,45,1,2025-12-15T14:56:52.067059,COMPLETE,9.84
Starbucks,BOS101,Boston,Drinks,Sprite,28,2,2025-12-15T14:56:52.215279,COMPLETE,5.29
KFC,SEA301,Seattle,Dessert,ChocolateSundae,35,1,2025-12-15T14:56:52.134883,COMPLETE,4.01
Starbucks,NYC102,New York,Drinks,Mocha,39,1,2025-12-15T14:56:52.044595,COMPLETE,4.79
KFC,HOU301,Houston,Dessert,VanillaSundae,43,1,2025-12-15T14:56:52.122454,COMPLETE,4.09
Starbucks,MIA101,Miami,Dessert,ApplePie,28,1,2025-12-15T14:56:52.096589,COMPLETE,2.52
McDonalds,NYC001,New York,Sandwich,QuarterPounder,45,1,2025-12-15T14:56:52.223661,COMPLETE,7.34
Burger King,CHI201,Chicago,Combo,PremiumCombo,40,1,2025-12-15T14:56:52.016555,COMPLETE,12.1
Burger King,DAL201,Dallas,Combo,DoubleChickenCombo,39,1,2025-12-15T14:56:52.024325,COMPLETE,11.83
Burger King,MIA201,Miami,Combo,FamilyBucket,32,2,2025-12-15T14:56:52.038905,COMPLETE,40.73
Chipotle,SF401,San Francisco,Dessert,CheesecakeSlice,34,1,2025-12-15T14:56:52.106694,COMPLETE,4.37
McDonalds,SEA001,Seattle,Drinks,MatchaLatte,41,1,2025-12-15T14:56:52.004501,COMPLETE,5.64
KFC,NYC301,New York,Combo,ValueMealB,52,1,2025-12-15T14:56:52.106577,COMPLETE,9.43
Chipotle,SEA401,Seattle,Drinks,IcedCoffee,35,1,2025-12-15T14:56:52.064883,COMPLETE,4.14
Starbucks,CHI101,Chicago,Dessert,VanillaSundae,34,1,2025-12-15T14:56:52.102898,COMPLETE,4.11
McDonalds,SEA001,Seattle,Dessert,Brownie,42,2,2025-12-15T14:56:52.034001,COMPLETE,6.25
KFC,DAL301,Dallas,Dessert,CheesecakeSlice,47,1,2025-12-15T14:56:52.063898,COMPLETE,4.8
KFC,HOU301,Houston,Sandwich,BBQBeef,44,1,2025-12-15T14:56:52.143319,COMPLETE,7.97
McDonalds,NYC002,New York,Sandwich,SpicyChicken,41,1,2025-12-15T14:56:52.058866,COMPLETE,7.31
KFC,PHO301,Phoenix,Dessert,Cookie,34,1,2025-12-15T14:56:52.037010,COMPLETE,1.85
KFC,DAL301,Dallas,Combo,ValueMealB,48,2,2025-12-15T14:56:52.076653,COMPLETE,18.48
McDonalds,LA001,Los Angeles,Combo,HealthyCombo,47,1,2025-12-15T14:56:52.007094,COMPLETE,11.07
Chipotle,SEA401,Seattle,Combo,ChickenCombo,36,2,2025-12-15T14:56:52.140532,COMPLETE,20.94
McDonalds,SEA001,Seattle,Sandwich,GrilledChicken,43,1,2025-12-15T14:56:52.061495,COMPLETE,7.32
Starbucks,NYC102,New York,Sandwich,TurkeyClub,40,2,2025-12-15T14:56:52.092072,COMPLETE,14.35
KFC,HOU301,Houston,Sandwich,TurkeyClub,45,2,2025-12-15T14:56:52.162665,COMPLETE,14.63
Starbucks,BOS101,Boston,Drinks,DietCoke,29,3,2025-12-15T14:56:52.222662,COMPLETE,8.07
McDonalds,SF001,San Francisco,Dessert,VanillaSundae,51,1,2025-12-15T14:56:52.103021,COMPLETE,4.09
Burger King,DAL201,Dallas,Drinks,ColdBrew,40,1,2025-12-15T14:56:52.106503,COMPLETE,5.2
KFC,MIA301,Miami,Dessert,BlueberryMuffin,24,1,2025-12-15T14:56:52.064045,COMPLETE,2.81
Starbucks,SEA101,Seattle,Drinks,Milkshake,37,1,2025-12-15T14:56:52.110384,COMPLETE,4.72
KFC,DEN301,Denver,Dessert,Brownie,34,1,2025-12-15T14:56:53.082881,COMPLETE,2.97
KFC,SF301,San Francisco,Drinks,Mocha,38,1,2025-12-15T14:56:53.015997,FAILED,4.79
Burger King,SF201,San Francisco,Sandwich,GrilledChicken,45,1,2025-12-15T14:56:53.076919,COMPLETE,6.64
Burger King,ATL201,Atlanta,Drinks,OrangeJuice,37,3,2025-12-15T14:56:53.012393,COMPLETE,10.28
Chipotle,NYC401,New York,Combo,ValueMealB,31,1,2025-12-15T14:56:53.092109,COMPLETE,9.84
Burger King,CHI202,Chicago,Sandwich,ChipotleChicken,40,1,2025-12-15T14:56:53.093555,COMPLETE,7.09
Chipotle,MIA401,Miami,Combo,BurgerFriesDrink,37,2,2025-12-15T14:56:53.091847,COMPLETE,21.23
McDonalds,NYC002,New York,Sandwich,CrispyChicken,42,1,2025-12-15T14:56:53.069479,COMPLETE,6.94
Burger King,SF201,San Francisco,Sandwich,CrispyChicken,46,1,2025-12-15T14:56:53.162338,COMPLETE,6.7
McDonalds,LA001,Los Angeles,Drinks,Latte,48,1,2025-12-15T14:56:53.015378,COMPLETE,4.46
McDonalds,MIA001,Miami,Drinks,Coke,43,2,2025-12-15T14:56:53.058619,COMPLETE,4.75
Chipotle,NYC401,New York,Dessert,BlueberryMuffin,32,1,2025-12-15T14:56:53.177651,COMPLETE,2.95
McDonalds,DAL001,Dallas,Drinks,Coke,37,1,2025-12-15T14:56:53.011090,COMPLETE,2.66
McDonalds,LA001,Los Angeles,Drinks,ColdBrew,49,1,2025-12-15T14:56:53.070828,COMPLETE,4.9
Chipotle,BOS401,Boston,Drinks,ColdBrew,41,1,2025-12-15T14:56:53.068084,COMPLETE,4.55
Chipotle,MIA401,Miami,Drinks,Sprite,38,1,2025-12-15T14:56:53.167484,COMPLETE,2.54
Burger King,SF201,San Francisco,Sandwich,SpicyChicken,47,1,2025-12-15T14:56:53.208490,COMPLETE,7.63
KFC,LA301,Los Angeles,Sandwich,GrilledChicken,41,1,2025-12-15T14:56:53.005863,COMPLETE,6.51
Starbucks,SF101,San Francisco,Sandwich,VeggieDelight,45,1,2025-12-15T14:56:53.028208,COMPLETE,6.42
Chipotle,ATL401,Atlanta,Sandwich,CrispyChicken,47,1,2025-12-15T14:56:53.036358,COMPLETE,6.75
McDonalds,LA001,Los Angeles,Combo,KidsMeal,50,1,2025-12-15T14:56:53.104995,COMPLETE,6.97
Starbucks,BOS101,Boston,Combo,BurgerFriesDrink,30,1,2025-12-15T14:56:53.033315,COMPLETE,10.69
KFC,CHI301,Chicago,Combo,ValueMealA,51,1,2025-12-15T14:56:53.009248,COMPLETE,8.76
KFC,SEA301,Seattle,Sandwich,BBQBeef,36,1,2025-12-15T14:56:53.025248,COMPLETE,8.01
KFC,MIA301,Miami,Combo,KidsMeal,25,1,2025-12-15T14:56:53.079291,COMPLETE,7.24
McDonalds,DAL001,Dallas,Drinks,ColdBrew,38,1,2025-12-15T14:56:53.067926,COMPLETE,5.22
Starbucks,BOS101,Boston,Drinks,IcedCoffee,31,1,2025-12-15T14:56:53.049649,COMPLETE,3.7
Burger King,MIA201,Miami,Sandwich,ChipotleChicken,33,1,2025-12-15T14:56:53.083909,COMPLETE,6.82
McDonalds,SF001,San Francisco,Combo,FamilyBucket,52,1,2025-12-15T14:56:53.029591,COMPLETE,18.82
Starbucks,CHI101,Chicago,Sandwich,CrispyChicken,35,1,2025-12-15T14:56:53.049628,COMPLETE,7.12
Chipotle,BOS401,Boston,Combo,SnackCombo,42,1,2025-12-15T14:56:53.163547,COMPLETE,7.08
Chipotle,CHI401,Chicago,Dessert,ApplePie,46,1,2025-12-15T14:56:53.069331,COMPLETE,2.56
Starbucks,DAL101,Dallas,Dessert,CheesecakeSlice,42,1,2025-12-15T14:56:53.079621,COMPLETE,4.65
McDonalds,CHI001,Chicago,Sandwich,BigMac,45,2,2025-12-15T14:56:53.051060,COMPLETE,15.83
McDonalds,MIA001,Miami,Drinks,Coke,44,1,2025-12-15T14:56:53.128307,COMPLETE,2.74
Burger King,PHI201,Philadelphia,Sandwich,BBQBeef,43,1,2025-12-15T14:56:53.016721,COMPLETE,7.76
Starbucks,SF102,San Francisco,Drinks,Coke,39,1,2025-12-15T14:56:53.016563,COMPLETE,2.43
McDonalds,SEA001,Seattle,Drinks,Sprite,44,1,2025-12-15T14:56:53.095082,COMPLETE,2.39
KFC,SEA301,Seattle,Combo,SnackCombo,37,3,2025-12-15T14:56:53.105031,COMPLETE,21.48
Burger King,CHI201,Chicago,Drinks,IcedCoffee,41,1,2025-12-15T14:56:53.061428,COMPLETE,4.23
Burger King,SF201,San Francisco,Combo,HealthyCombo,48,1,2025-12-15T14:56:53.302660,COMPLETE,10.54
Chipotle,DAL401,Dallas,Sandwich,VeggieDelight,38,2,2025-12-15T14:56:53.011395,COMPLETE,12.44
Chipotle,BOS401,Boston,Combo,ChickenCombo,43,1,2025-12-15T14:56:53.246735,COMPLETE,10.76
McDonalds,SF001,San Francisco,Sandwich,BigMac,53,1,2025-12-15T14:56:53.104998,COMPLETE,6.99
McDonalds,NYC003,New York,Dessert,Donut,39,1,2025-12-15T14:56:53.001401,COMPLETE,2.12
Chipotle,ATL401,Atlanta,Drinks,Coke,48,2,2025-12-15T14:56:53.054239,COMPLETE,5.45
Burger King,SEA201,Seattle,Combo,FamilyBucket,39,1,2025-12-15T14:56:53.069783,COMPLETE,19.97
KFC,DAL301,Dallas,Combo,SnackCombo,49,1,2025-12-15T14:56:53.097768,FAILED,7.09
McDonalds,NYC001,New York,Drinks,Latte,46,1,2025-12-15T14:56:53.032011,COMPLETE,4.52
KFC,HOU301,Houston,Dessert,ApplePie,46,1,2025-12-15T14:56:53.069220,COMPLETE,2.75
KFC,DAL301,Dallas,Sandwich,CrispyChicken,50,1,2025-12-15T14:56:53.186178,COMPLETE,7.12
Chipotle,PHI401,Philadelphia,Combo,ValueMealA,46,2,2025-12-15T14:56:53.009846,COMPLETE,16.72
Starbucks,MIA101,Miami,Dessert,Cookie,29,2,2025-12-15T14:56:53.055407,COMPLETE,3.83
Burger King,SF201,San Francisco,Drinks,Latte,49,1,2025-12-15T14:56:53.391666,COMPLETE,4.11
Starbucks,SF101,San Francisco,Dessert,Cookie,46,2,2025-12-15T14:56:53.066227,COMPLETE,3.78
Starbucks,SEA101,Seattle,Drinks,Sprite,38,1,2025-12-15T14:56:53.082729,COMPLETE,2.38
Burger King,ATL201,Atlanta,Sandwich,SpicyChicken,38,1,2025-12-15T14:56:53.096668,COMPLETE,7.57
Burger King,DAL201,Dallas,Drinks,ColdBrew,41,2,2025-12-15T14:56:53.080969,COMPLETE,9.68
Chipotle,SEA401,Seattle,Drinks,Mocha,37,1,2025-12-15T14:56:53.043063,COMPLETE,5.16
Starbucks,SEA101,Seattle,Drinks,DietCoke,39,1,2025-12-15T14:56:53.107129,FAILED,2.71
Burger King,NYC201,New York,Combo,KidsMeal,40,1,2025-12-15T14:56:53.011107,COMPLETE,6.91
Burger King,MIA201,Miami,Sandwich,QuarterPounder,34,1,2025-12-15T14:56:53.147795,COMPLETE,7.26
McDonalds,NYC001,New York,Drinks,Latte,47,1,2025-12-15T14:56:53.083831,COMPLETE,4.18
Starbucks,BOS101,Boston,Sandwich,TurkeyClub,32,1,2025-12-15T14:56:53.084970,COMPLETE,6.69
McDonalds,CHI001,Chicago,Combo,FamilyBucket,46,3,2025-12-15T14:56:53.069393,COMPLETE,57.88
KFC,PHO301,Phoenix,Drinks,Coke,35,1,2025-12-15T14:56:54.026013,COMPLETE,2.7
McDonalds,CHI001,Chicago,Combo,ValueMealB,47,1,2025-12-15T14:56:54.097507,COMPLETE,9.03
Starbucks,LA101,Los Angeles,Dessert,ChocolateChipCookie,41,2,2025-12-15T14:56:54.062822,COMPLETE,3.82
Chipotle,ATL401,Atlanta,Sandwich,VeggieDelight,49,1,2025-12-15T14:56:54.072105,COMPLETE,6.03
Burger King,SF201,San Francisco,Drinks,Latte,50,1,2025-12-15T14:56:54.052412,COMPLETE,4.24
Burger King,SF201,San Francisco,Combo,PremiumCombo,51,1,2025-12-15T14:56:54.069637,COMPLETE,12.35
McDonalds,CHI001,Chicago,Combo,DoubleChickenCombo,48,3,2025-12-15T14:56:54.142611,COMPLETE,35.61
Burger King,SF201,San Francisco,Combo,DoubleChickenCombo,52,1,2025-12-15T14:56:54.114482,COMPLETE,11.73
Burger King,CHI201,Chicago,Dessert,BlueberryMuffin,42,3,2025-12-15T14:56:54.037940,COMPLETE,8.68
Starbucks,CHI101,Chicago,Drinks,Mocha,36,1,2025-12-15T14:56:54.019987,COMPLETE,4.89
KFC,HOU301,Houston,Drinks,OrangeJuice,47,1,2025-12-15T14:56:54.034541,COMPLETE,3.46
KFC,DAL301,Dallas,Dessert,ChocolateSundae,51,1,2025-12-15T14:56:54.092597,COMPLETE,3.87
Chipotle,NYC401,New York,Sandwich,QuarterPounder,33,2,2025-12-15T14:56:54.023748,COMPLETE,15.38
McDonalds,MIA001,Miami,Combo,ValueMealB,45,4,2025-12-15T14:56:54.030065,COMPLETE,37.42
McDonalds,LA001,Los Angeles,Sandwich,TurkeyClub,51,1,2025-12-15T14:56:54.019163,COMPLETE,7.53
Burger King,CHI201,Chicago,Dessert,ApplePie,43,1,2025-12-15T14:56:54.087793,COMPLETE,2.7
Burger King,NYC201,New York,Dessert,CheesecakeSlice,41,1,2025-12-15T14:56:54.029068,COMPLETE,4.94
Starbucks,DAL101,Dallas,Sandwich,ChipotleChicken,43,1,2025-12-15T14:56:54.006770,COMPLETE,7.2
Starbucks,SEA101,Seattle,Combo,KidsMeal,40,1,2025-12-15T14:56:54.093268,COMPLETE,7.37
Burger King,CHI201,Chicago,Drinks,IcedCoffee,44,1,2025-12-15T14:56:54.087863,COMPLETE,3.76
McDonalds,NYC003,New York,Combo,ValueMealB,40,1,2025-12-15T14:56:54.036721,COMPLETE,8.89
Chipotle,MIA401,Miami,Combo,ChickenCombo,39,1,2025-12-15T14:56:54.064393,COMPLETE,9.87
Starbucks,MIA101,Miami,Combo,DoubleChickenCombo,30,1,2025-12-15T14:56:54.089517,COMPLETE,12.87
Burger King,PHI201,Philadelphia,Drinks,Coke,44,1,2025-12-15T14:56:54.047367,COMPLETE,2.51
KFC,PHO301,Phoenix,Sandwich,GrilledChicken,36,1,2025-12-15T14:56:54.111242,COMPLETE,6.79
Starbucks,CHI101,Chicago,Sandwich,VeggieDelight,37,1,2025-12-15T14:56:54.037089,COMPLETE,6.44
KFC,SEA301,Seattle,Sandwich,BBQBeef,38,1,2025-12-15T14:56:54.085767,COMPLETE,7.89
Chipotle,LA401,Los Angeles,Dessert,CheesecakeSlice,37,1,2025-12-15T14:56:54.009814,COMPLETE,4.9
Chipotle,BOS401,Boston,Sandwich,ChipotleChicken,44,1,2025-12-15T14:56:54.099744,COMPLETE,7.52
Starbucks,NYC101,New York,Drinks,OrangeJuice,39,1,2025-12-15T14:56:54.054815,COMPLETE,3.15
Burger King,PHI201,Philadelphia,Sandwich,BLT,45,1,2025-12-15T14:56:54.120812,COMPLETE,6.86
Chipotle,ATL401,Atlanta,Dessert,Donut,50,1,2025-12-15T14:56:54.087496,COMPLETE,2.04
Chipotle,MIA401,Miami,Combo,ValueMealA,40,1,2025-12-15T14:56:54.130436,COMPLETE,8.74
Chipotle,NYC401,New York,Drinks,Milkshake,34,1,2025-12-15T14:56:54.040647,COMPLETE,4.75
Starbucks,CHI101,Chicago,Dessert,ApplePie,38,1,2025-12-15T14:56:54.128027,COMPLETE,2.67
McDonalds,MIA001,Miami,Combo,SnackCombo,46,1,2025-12-15T14:56:54.097368,COMPLETE,7.63
Chipotle,ATL401,Atlanta,Combo,SnackCombo,51,1,2025-12-15T14:56:54.161223,COMPLETE,7.44
KFC,DEN301,Denver,Dessert,VanillaSundae,35,1,2025-12-15T14:56:54.000471,COMPLETE,3.68
McDonalds,DAL001,Dallas,Sandwich,BLT,39,1,2025-12-15T14:56:54.067213,COMPLETE,6.14
Burger King,LA201,Los Angeles,Drinks,Sprite,46,1,2025-12-15T14:56:54.028879,COMPLETE,2.47
Starbucks,SEA101,Seattle,Sandwich,TurkeyClub,41,1,2025-12-15T14:56:54.099246,COMPLETE,6.68
Burger King,MIA201,Miami,Drinks,Sprite,35,1,2025-12-15T14:56:54.036406,COMPLETE,2.43
Chipotle,PHI401,Philadelphia,Drinks,Milkshake,47,1,2025-12-15T14:56:54.032637,COMPLETE,4.31
Chipotle,SF401,San Francisco,Sandwich,TurkeyClub,35,1,2025-12-15T14:56:54.082927,COMPLETE,7.17
KFC,NYC301,New York,Dessert,BlueberryMuffin,53,3,2025-12-15T14:56:54.071994,COMPLETE,9.34
Starbucks,SF102,San Francisco,Combo,ChickenCombo,40,1,2025-12-15T14:56:54.042550,COMPLETE,10.41
McDonalds,NYC003,New York,Dessert,Donut,41,1,2025-12-15T14:56:54.132466,FAILED,1.96
Chipotle,ATL401,Atlanta,Drinks,IcedCoffee,52,1,2025-12-15T14:56:54.247378,COMPLETE,3.67
Chipotle,CHI401,Chicago,Drinks,Mocha,47,1,2025-12-15T14:56:54.097749,COMPLETE,4.78
KFC,DAL301,Dallas,Sandwich,BBQBeef,52,1,2025-12-15T14:56:54.175736,COMPLETE,8.21
KFC,NYC301,New York,Dessert,Donut,54,1,2025-12-15T14:56:54.107225,COMPLETE,1.92
Starbucks,NYC101,New York,Drinks,Mocha,40,1,2025-12-15T14:56:54.075215,COMPLETE,5.26
Burger King,CHI202,Chicago,Dessert,ApplePie,41,1,2025-12-15T14:56:54.062784,COMPLETE,2.51
McDonalds,SF001,San Francisco,Dessert,Cookie,54,1,2025-12-15T14:56:54.023083,COMPLETE,1.88
McDonalds,MIA001,Miami,Combo,ValueMealB,47,1,2025-12-15T14:56:54.134336,COMPLETE,8.74
McDonalds,NYC002,New York,Sandwich,QuarterPounder,43,1,2025-12-15T14:56:54.090094,COMPLETE,8.04
KFC,LA301,Los Angeles,Sandwich,SpicyChicken,42,1,2025-12-15T14:56:54.059640,COMPLETE,7.05
Chipotle,MIA401,Miami,Combo,BurgerFriesDrink,41,1,2025-12-15T14:56:54.148431,COMPLETE,11.12
KFC,HOU301,Houston,Sandwich,ChipotleChicken,48,1,2025-12-15T14:56:54.084871,FAILED,6.85
McDonalds,NYC002,New York,Sandwich,BigMac,44,1,2025-12-15T14:56:54.095827,FAILED,7.79
McDonalds,LA001,Los Angeles,Dessert,IceCream,52,1,2025-12-15T14:56:54.101395,COMPLETE,3.16
KFC,NYC301,New York,Combo,HealthyCombo,55,1,2025-12-15T14:56:54.121163,COMPLETE,11.21
Burger King,MIA201,Miami,Dessert,IceCream,36,1,2025-12-15T14:56:54.062924,COMPLETE,3.43
McDonalds,SEA001,Seattle,Sandwich,VeggieDelight,45,1,2025-12-15T14:56:54.021383,COMPLETE,6.05
Starbucks,SEA101,Seattle,Combo,SnackCombo,42,1,2025-12-15T14:56:54.189953,COMPLETE,6.95
Starbucks,SF102,San Francisco,Combo,PremiumCombo,41,1,2025-12-15T14:56:54.056026,COMPLETE,12.35
Burger King,MIA201,Miami,Dessert,ChocolateSundae,37,1,2025-12-15T14:56:54.081514,COMPLETE,4.25
McDonalds,NYC001,New York,Sandwich,BigMac,48,2,2025-12-15T14:56:54.019316,FAILED,14.7
Starbucks,MIA101,Miami,Sandwich,QuarterPounder,31,1,2025-12-15T14:56:54.139946,COMPLETE,8.11
KFC,DAL301,Dallas,Sandwich,TurkeyClub,53,2,2025-12-15T14:56:54.197960,COMPLETE,13.25
McDonalds,CHI001,Chicago,Combo,ValueMealA,49,1,2025-12-15T14:56:54.152610,COMPLETE,8.43
KFC,LA301,Los Angeles,Combo,ChickenCombo,43,1,2025-12-15T14:56:54.070755,COMPLETE,10.88
Chipotle,DAL401,Dallas,Dessert,CheesecakeSlice,39,1,2025-12-15T14:56:54.043888,COMPLETE,4.56
KFC,NYC301,New York,Combo,HealthyCombo,56,1,2025-12-15T14:56:54.211230,COMPLETE,11.11
Starbucks,SEA101,Seattle,Drinks,Mocha,43,1,2025-12-15T14:56:54.225485,COMPLETE,5.35
Chipotle,MIA401,Miami,Dessert,VanillaSundae,42,1,2025-12-15T14:56:54.241663,COMPLETE,3.71
Chipotle,NYC401,New York,Dessert,ChocolateSundae,35,1,2025-12-15T14:56:54.060129,FAILED,4.31
KFC,DEN301,Denver,Dessert,Brownie,36,1,2025-12-15T14:56:54.095018,COMPLETE,2.98
Chipotle,NYC401,New York,Dessert,Cookie,36,1,2025-12-15T14:56:54.135868,COMPLETE,1.68
Burger King,CHI201,Chicago,Dessert,ChocolateSundae,45,3,2025-12-15T14:56:54.104579,COMPLETE,11.42
McDonalds,MIA001,Miami,Drinks,Sprite,48,1,2025-12-15T14:56:54.197419,COMPLETE,2.56
KFC,DAL301,Dallas,Combo,ChickenCombo,54,3,2025-12-15T14:56:54.216076,COMPLETE,31.33
Starbucks,BOS101,Boston,Combo,DoubleChickenCombo,33,1,2025-12-15T14:56:55.069792,COMPLETE,12.62
Burger King,MIA201,Miami,Drinks,MatchaLatte,38,2,2025-12-15T14:56:55.055291,COMPLETE,10.89
